,loss,mae,val_loss,val_mae,learning_rate
0,0.4889572560787201,0.6739137172698975,0.11248625814914703,0.3343765139579773,0.0010000000474974513
1,0.06021161377429962,0.200551375746727,0.008122904226183891,0.08619379997253418,0.0010000000474974513
2,0.08895325660705566,0.2455255389213562,0.0026210022624582052,0.04400892183184624,0.0010000000474974513
3,0.05025101080536842,0.1814240664243698,0.028623398393392563,0.16712895035743713,0.0010000000474974513
4,0.03563356027007103,0.1537102311849594,0.1015486940741539,0.31756290793418884,0.0010000000474974513
5,0.05438691005110741,0.1931181102991104,0.08770431578159332,0.29496288299560547,0.0010000000474974513
6,0.058963581919670105,0.20220057666301727,0.02610994502902031,0.15940570831298828,0.0010000000474974513
7,0.029959505423903465,0.13090115785598755,0.003715095343068242,0.0549076572060585,0.0010000000474974513
8,0.029813503846526146,0.14507457613945007,0.0028811204247176647,0.04657803848385811,0.0010000000474974513
9,0.03626400604844093,0.16260752081871033,0.008781230077147484,0.08981654793024063,0.0010000000474974513
10,0.024662256240844727,0.13587439060211182,0.014659591019153595,0.11807839572429657,0.0005000000237487257
11,0.03136780858039856,0.14678673446178436,0.02486143633723259,0.15537580847740173,0.0005000000237487257
12,0.027740133926272392,0.13710327446460724,0.037252046167850494,0.19112569093704224,0.0005000000237487257
13,0.03441804274916649,0.15026815235614777,0.04141644388437271,0.20171169936656952,0.0005000000237487257
14,0.02294163964688778,0.12189378589391708,0.03930548578500748,0.19639267027378082,0.0005000000237487257
15,0.025741731747984886,0.12532393634319305,0.029392477124929428,0.16926325857639313,0.0005000000237487257
16,0.024331601336598396,0.12466738373041153,0.020506108179688454,0.1405547857284546,0.0005000000237487257
17,0.026925334706902504,0.12950047850608826,0.019171059131622314,0.13570669293403625,0.0002500000118743628
