ticker,split,n_samples,RMSE,MAE,MAPE,R2,DA,residual_mean,residual_std,residual_ci_width,residual_confidence_level,residual_z_score,residual_min_residual,residual_max_residual,residual_median_residual
PSEL,test,384,132.8498,93.9477,8.6106,0.255,41.25,90.690688,97.078608,190.274072,0.95,1.96,-155.472351,534.396973,62.471313
