,loss,mae,val_loss,val_mae,learning_rate
0,0.02253815159201622,0.10352224111557007,0.0016468275571241975,0.03416439890861511,0.0010000000474974513
1,0.02729315683245659,0.12338198721408844,0.002406602492555976,0.040876083076000214,0.0010000000474974513
2,0.020805608481168747,0.10135897248983383,0.0011393349850550294,0.025915062054991722,0.0010000000474974513
3,0.009657802060246468,0.0674309954047203,0.0007839198224246502,0.021164122968912125,0.0010000000474974513
4,0.00480224471539259,0.048516374081373215,0.0006999102188274264,0.020041292533278465,0.0010000000474974513
5,0.006556280888617039,0.055170804262161255,0.0006864072056487203,0.01978113315999508,0.0010000000474974513
6,0.003909429535269737,0.043062008917331696,0.0006650181021541357,0.01814807578921318,0.0010000000474974513
7,0.003884474514052272,0.04364992305636406,0.0006689050351269543,0.01941903494298458,0.0010000000474974513
8,0.0035651009529829025,0.04096713289618492,0.0006674521719105542,0.0188260730355978,0.0010000000474974513
9,0.0030774790793657303,0.03836812824010849,0.0006743079284206033,0.01885358989238739,0.0010000000474974513
10,0.0035016813781112432,0.0410858578979969,0.0006222815136425197,0.017914656549692154,0.0010000000474974513
11,0.005103453062474728,0.04963486269116402,0.0005944430595263839,0.017596861347556114,0.0010000000474974513
12,0.004065628629177809,0.04346003755927086,0.0006015651160851121,0.01740122400224209,0.0010000000474974513
13,0.0028705198783427477,0.03723461180925369,0.0006870903889648616,0.019367223605513573,0.0010000000474974513
14,0.0023742232006043196,0.03440583497285843,0.0007236306555569172,0.01982160657644272,0.0005000000237487257
15,0.0023247257340699434,0.033841636031866074,0.0007106714765541255,0.01965273916721344,0.0005000000237487257
16,0.0023316170554608107,0.032927073538303375,0.0007165728020481765,0.019605625420808792,0.0005000000237487257
17,0.002123361686244607,0.03254718706011772,0.0006821349961683154,0.01914900913834572,0.0005000000237487257
18,0.0021874334197491407,0.03242708742618561,0.0006926910718902946,0.01933935470879078,0.0005000000237487257
19,0.002105375286191702,0.03183809295296669,0.000696219562087208,0.019307469949126244,0.0005000000237487257
20,0.002015471924096346,0.031537964940071106,0.0006412134971469641,0.018730495125055313,0.0005000000237487257
21,0.002116001211106777,0.032047074288129807,0.0006445818580687046,0.018658841028809547,0.0002500000118743628
22,0.002067387802526355,0.03180965408682823,0.0006418171105906367,0.018594112247228622,0.0002500000118743628
23,0.001896523404866457,0.030798906460404396,0.0006325240829028189,0.01841886155307293,0.0002500000118743628
24,0.0020922436378896236,0.0320584699511528,0.0006477681454271078,0.01863018423318863,0.0002500000118743628
25,0.0018688758136704564,0.030085546895861626,0.0006410697824321687,0.01851116493344307,0.0002500000118743628
26,0.0019252985948696733,0.030452294275164604,0.0006411024951376021,0.01857234165072441,0.0002500000118743628
