Date,Open,High,Low,Close,Volume
2018-01-01,141.21631406925127,142.12584168797716,138.583468748035,141.61363220214844,419040
2018-01-02,140.7376033312951,144.08849038433178,138.82280021126425,142.2790069580078,946080
2018-01-03,142.17369496324636,145.04589432718817,141.69499682230528,143.0975799560547,1470240
2018-01-04,144.08849394488462,144.80654644742685,142.43219893455287,142.88217163085938,470448
2018-01-05,141.69980895119417,144.7969952282153,141.69980895119417,143.7438507080078,558432
2018-01-08,143.60978368680222,148.3967754245328,143.28905983686917,147.08514404296875,2079504
2018-01-09,147.9132921999095,151.24504629123388,146.29050860891036,150.54135131835938,1442016
2018-01-10,152.2216128064537,154.04546444803643,151.0296583679513,153.30825805664062,1414800
2018-01-11,152.70509264265058,153.18380135687906,150.26373289522766,150.81423950195312,1451376
2018-01-12,151.26900036171423,151.26900036171423,144.14595721346961,144.95974731445312,969264
2018-01-15,144.0933106641276,144.13639361000662,139.78021973264282,140.2876434326172,617760
2018-01-16,140.0243641628644,145.44802968220728,139.73235518346206,144.12681579589844,1110960
2018-01-17,143.60979850182196,145.9985140520515,143.13110033049512,145.59161376953125,542880
2018-01-18,146.96549441780607,149.35421016915257,144.08850880462165,146.56817626953125,1217664
2018-01-19,147.3915306583491,147.7984309547636,145.7639505092839,147.0037841796875,831312
2018-01-22,147.43941458547206,153.1359351746381,147.4537825798382,152.1881103515625,2285136
2018-01-23,153.17900462924194,153.1838009724732,149.83290309106232,151.90567016601562,930384
2018-01-24,152.7050793792312,154.39489617050629,150.79507258634675,151.94395446777344,1758816
2018-01-25,151.82427232372348,153.6624811701016,150.79028181981616,151.47482299804688,776016
2018-01-26,150.7902930268783,151.2689912011212,149.40206726974426,150.78550720214844,560736
2018-01-29,150.7902793830014,152.9157007672539,150.3594500133357,151.4365234375,644544
2018-01-30,151.74768105103036,152.2263791990136,150.31158660708064,150.89080810546875,398016
2018-01-31,151.69982066608264,152.2263876061157,151.02964742921225,151.17803955078125,372672
2018-02-01,151.39823291582331,153.66248537643662,151.39823291582331,152.39871215820312,1142064
2018-02-02,152.39871215820312,152.39871215820312,152.39871215820312,152.39871215820312,0
2018-02-05,152.39871215820312,152.39871215820312,152.39871215820312,152.39871215820312,0
2018-02-06,152.39871215820312,152.39871215820312,152.39871215820312,152.39871215820312,0
2018-02-07,152.22159879336886,152.22638461800653,150.3115919579103,150.50306701660156,395280
2018-02-08,150.76636523005575,150.790304873882,148.40159963972613,148.68881225585938,374400
2018-02-09,148.15744751900777,148.73188322331416,146.75006794741665,148.2723388671875,418032
2018-02-12,148.32502314019996,148.3968210436714,146.24267357356456,147.15699768066406,404064
2018-02-13,147.89415813213267,147.93245524666025,147.22397440534357,147.472900390625,127296
2018-02-14,146.85060762618133,146.96070263569632,144.23211978451485,144.43316650390625,624816
2018-02-15,144.56721147470657,146.00330604940154,141.22109944035822,141.9199981689453,909648
2018-02-16,141.0296321438421,145.28527234593636,141.0296321438421,144.56723022460938,422784
2018-02-19,146.76920706277662,147.91807835630735,146.52985274095226,147.09950256347656,825264
2018-02-20,146.9606986905388,146.9606986905388,144.56720779365824,146.180419921875,203328
2018-02-21,147.4489921499834,148.3968170110738,142.43701267849855,143.0018768310547,1313424
2018-02-22,140.25893906022682,142.65243039054064,138.87070251851688,141.94874572753906,1140624
2018-02-23,142.65242310322407,143.56195081411042,138.82282665205656,140.49827575683594,807120
2018-02-26,141.16842830313266,142.0444445236486,136.4340910162824,137.0420379638672,801648
2018-02-27,137.02770020661504,139.30151404764288,136.42932482161925,138.76058959960938,418320
2018-02-28,139.78022826657204,144.0885231175047,138.96644858877184,142.547119140625,1021824
2018-03-01,143.08321841757902,145.51980250921912,142.4274027194035,143.2747039794922,975888
2018-03-02,142.89175120049475,143.84914750761428,142.22635329905674,142.7672882080078,389952
2018-03-05,143.31780084786118,145.04590430585174,142.89175726427126,144.19381713867188,482400
2018-03-06,144.35180878558884,145.76396383508992,143.2268558456733,143.83001708984375,440784
2018-03-07,143.60980505213112,144.08850324529226,142.5327314879444,143.107177734375,328896
2018-03-08,143.6098179833021,144.32787059684827,141.09664961333672,142.91091918945312,623520
2018-03-09,143.13110432586157,143.5571479190772,140.25891521772613,140.63229370117188,356976
2018-03-12,140.63230592924816,142.12585154778492,140.2924281900899,141.60885620117188,200880
2018-03-13,141.6950148400935,144.32786020920693,141.6950148400935,143.22206115722656,606096
2018-03-14,143.14066991070555,143.60979642584945,140.99131925465375,141.24981689453125,763056
2018-03-15,141.599299326719,142.15937767732794,141.21633860204727,141.522705078125,201024
2018-03-16,141.69499536495357,141.69499536495357,139.3014941665703,140.2541046142578,646992
2018-03-19,140.49825064989267,145.04111308541223,140.49825064989267,144.58155822753906,942480
2018-03-20,145.04590316838235,148.82761976415884,145.04590316838235,146.8410186767578,2988432
2018-03-21,146.96068528687343,149.71320745596228,146.48198715115734,148.55953979492188,1379520
2018-03-22,149.35420177432786,150.21586061049072,148.0138447534408,148.717529296875,505872
2018-03-23,148.717529296875,148.717529296875,148.717529296875,148.717529296875,0
2018-03-26,148.15745791727025,150.24458252009288,147.22399062874896,149.5313262939453,326448
2018-03-27,149.1244324285742,152.2264045165836,149.1244324285742,151.27857971191406,1483920
2018-03-28,150.79030198232408,152.17374199689084,149.83290557697845,151.23548889160156,833040
2018-03-29,151.695054874954,155.0986076540285,150.0722603813636,154.47630310058594,2884176
2018-03-30,154.38054825073044,154.8113776974937,152.58543256808161,153.89706420898438,1065600
2018-04-02,155.936323884061,158.44950273028536,155.33795898746192,157.9660186767578,2171232
2018-04-03,157.73145209691597,159.64625555213672,155.93632582982727,159.0957489013672,2647296
2018-04-04,159.2202179274942,159.64146523708274,157.25275980105297,158.24366760253906,1119168
2018-04-05,158.44948336825664,162.231210479504,158.44948336825664,161.58975219726562,1575216
2018-04-06,163.24603918529792,165.15126012104687,159.46431226049472,160.44564819335938,2430864
2018-04-09,160.60363404744584,160.84776370342158,157.73622026998527,158.27236938476562,481536
2018-04-10,159.37815685743817,159.4547510902484,157.03732056003568,157.54953002929688,515088
2018-04-11,158.4494897230775,162.709915174957,157.97079153411644,161.60890197753906,1690416
2018-04-12,162.39875286806804,163.23648258982698,159.40688654907748,161.3025360107422,1319472
2018-04-13,161.29774703846545,161.30253286326254,158.0425867859422,159.05743408203125,292032
2018-04-16,157.26707328660828,158.9233786634898,155.33792334046993,155.75917053222656,403344
2018-04-17,156.5107472298248,157.0085886861838,154.68210995800766,156.66392517089844,370944
2018-04-18,156.6783013453413,157.87504154390678,154.85923562766104,155.22305297851562,346320
2018-04-19,156.05597693495864,157.4872855730944,154.61988247229317,155.4719696044922,319968
2018-04-20,155.81664594565362,156.0799294262374,153.2316693890527,153.9401397705078,237024
2018-04-23,155.0985779977695,157.4298424921846,155.0985779977695,156.91763305664062,772416
2018-04-24,157.44419593109032,162.95402607204204,157.3723980479059,162.499267578125,2564784
