,loss,mae,val_loss,val_mae,learning_rate
0,0.0108243552967906,0.08330495655536652,0.010179090313613415,0.08769791573286057,0.0010000000474974513
1,0.012247959151864052,0.08482952415943146,0.011064726859331131,0.08780435472726822,0.0010000000474974513
2,0.005499509163200855,0.05751802399754524,0.003127600299194455,0.04558578133583069,0.0010000000474974513
3,0.003040628507733345,0.04197016730904579,0.007099872455000877,0.07070939242839813,0.0010000000474974513
4,0.0031920813489705324,0.04282522201538086,0.0029380875639617443,0.043745335191488266,0.0010000000474974513
5,0.0020366539247334003,0.034890733659267426,0.003248742315918207,0.0451064333319664,0.0010000000474974513
6,0.0029224383179098368,0.04345240816473961,0.002930866787210107,0.043367624282836914,0.0010000000474974513
7,0.0017997422255575657,0.033175647258758545,0.002037550089880824,0.0347539521753788,0.0010000000474974513
8,0.0018444793531671166,0.03288104757666588,0.002066549379378557,0.034983932971954346,0.0010000000474974513
9,0.0016178835649043322,0.03194979205727577,0.0019093869486823678,0.03413742780685425,0.0010000000474974513
10,0.0015715081244707108,0.03152298182249069,0.003057703375816345,0.04536021500825882,0.0010000000474974513
11,0.0012994993012398481,0.026939203962683678,0.0019615511409938335,0.03399454802274704,0.0010000000474974513
12,0.0014963805442675948,0.02989726886153221,0.002148569794371724,0.03612783923745155,0.0010000000474974513
13,0.0019441128242760897,0.03571876138448715,0.0029088924638926983,0.04392267391085625,0.0010000000474974513
14,0.00148161337710917,0.030116960406303406,0.0025449772365391254,0.03969189152121544,0.0010000000474974513
15,0.0015196474269032478,0.031199006363749504,0.001999977044761181,0.035453226417303085,0.0010000000474974513
16,0.00126828090287745,0.027562269940972328,0.0020903300028294325,0.036083921790122986,0.0010000000474974513
17,0.0011953372741118073,0.025884104892611504,0.0037146692629903555,0.05154825374484062,0.0005000000237487257
18,0.0011789763811975718,0.02677677944302559,0.002490285551175475,0.041559185832738876,0.0005000000237487257
19,0.001010838896036148,0.023669999092817307,0.002452817279845476,0.040202293545007706,0.0005000000237487257
20,0.0011306341039016843,0.026971912011504173,0.0020677028223872185,0.03663206845521927,0.0005000000237487257
21,0.0009318942320533097,0.021820062771439552,0.0014819386415183544,0.02946578711271286,0.0005000000237487257
22,0.0013522900408133864,0.02932671085000038,0.0029833081644028425,0.047087084501981735,0.0005000000237487257
23,0.0015992323169484735,0.03002174384891987,0.0016424666391685605,0.031682055443525314,0.0005000000237487257
24,0.002243775175884366,0.03898284211754799,0.0018750566523522139,0.035807494074106216,0.0005000000237487257
25,0.00407571904361248,0.04841894656419754,0.004166667815297842,0.05627050623297691,0.0005000000237487257
26,0.002924675354734063,0.044283993542194366,0.0023374406155198812,0.040404919534921646,0.0005000000237487257
27,0.0019414653070271015,0.03325100988149643,0.00168488803319633,0.03131796047091484,0.0005000000237487257
28,0.0016539419302716851,0.032863520085811615,0.0017873940523713827,0.03328603133559227,0.0005000000237487257
29,0.0009393510990776122,0.021850455552339554,0.004931265953928232,0.06201450154185295,0.0002500000118743628
30,0.0011025256244465709,0.024504436179995537,0.0031633463222533464,0.048598408699035645,0.0002500000118743628
31,0.001246438012458384,0.025747127830982208,0.0034173373132944107,0.05121491476893425,0.0002500000118743628
32,0.0012719210935756564,0.026772329583764076,0.0024015544913709164,0.041797537356615067,0.0002500000118743628
33,0.0013714596861973405,0.027354562655091286,0.0024263723753392696,0.04242789000272751,0.0002500000118743628
34,0.0013125732075423002,0.027072161436080933,0.0019845685455948114,0.03769990801811218,0.0002500000118743628
35,0.0014175254618749022,0.028824705630540848,0.0016727640759199858,0.034235112369060516,0.0002500000118743628
36,0.0007677913527004421,0.019841009750962257,0.0017345768865197897,0.03490160033106804,0.0001250000059371814
