ticker,split,n_samples,RMSE,MAE,MAPE,R2,DA,residual_mean,residual_std,residual_ci_width,residual_confidence_level,residual_z_score,residual_min_residual,residual_max_residual,residual_median_residual
NFLX,test,371,10.0967,8.8217,8.3708,0.6804,55.14,8.746497,5.044033,9.886305,0.95,1.96,-2.103424,21.806786,8.176048
